FREQ,Frequency,REF_AREA,Reference area,VALUE,Value,UNIT_MEASURE,Unit of measure,BREAKS,COVERAGE,TITLE_TS,Series,1927-Q1,1927-Q2,1927-Q3,1927-Q4,1928-Q1,1928-Q2,1928-Q3,1928-Q4,1929-Q1,1929-Q2,1929-Q3,1929-Q4,1930-Q1,1930-Q2,1930-Q3,1930-Q4,1931-Q1,1931-Q2,1931-Q3,1931-Q4,1932-Q1,1932-Q2,1932-Q3,1932-Q4,1933-Q1,1933-Q2,1933-Q3,1933-Q4,1934-Q1,1934-Q2,1934-Q3,1934-Q4,1935-Q1,1935-Q2,1935-Q3,1935-Q4,1936-Q1,1936-Q2,1936-Q3,1936-Q4,1937-Q1,1937-Q2,1937-Q3,1937-Q4,1938-Q1,1938-Q2,1938-Q3,1938-Q4,1939-Q1,1939-Q2,1939-Q3,1939-Q4,1940-Q1,1940-Q2,1940-Q3,1940-Q4,1941-Q1,1941-Q2,1941-Q3,1941-Q4,1942-Q1,1942-Q2,1942-Q3,1942-Q4,1943-Q1,1943-Q2,1943-Q3,1943-Q4,1944-Q1,1944-Q2,1944-Q3,1944-Q4,1945-Q1,1945-Q2,1945-Q3,1945-Q4,1946-Q1,1946-Q2,1946-Q3,1946-Q4,1947-Q1,1947-Q2,1947-Q3,1947-Q4,1948-Q1,1948-Q2,1948-Q3,1948-Q4,1949-Q1,1949-Q2,1949-Q3,1949-Q4,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4
Q,Quarterly,SI,Slovenia,N,Nominal,628,"Index, 2010 = 100",,,,Q:SI:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6818,100.7807,104.1594,108.8008,110.3366,110.1318,112.2136,108.6216,101.8472,99.7654,98.076,99.7995,100.1749,100.7466,99.4241,99.6545,104.2959,103.9973,101.54,101.0196,96.9242,98.0419,95.4737,92.1036,92.7605,93.5114,88.1362,88.0679,86.6089,84.3309,83.4179,84.2029,85.4144,87.3512,84.2711,84.2456,86.1226,87.7437,88.4689,90.0474,91.8732,94.9874,95.7041,98.9378,100.7124,102.325,104.6628,107.12,108.3401,109.9185,112.0515,112.299,113.4679,115.6606,115.7374,118.1093,121.7098,127.3069,130.6685,136.7348,142.4257,147.1183,150.5055,152.5788,154.9934,157.954,159.1058,
Q,Quarterly,SK,Slovakia,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:SK:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8645,25.4287,32.6194,35.1037,33.3333,28.5943,13.0072,0.9691,-11.3293,-18.1078,-10.0898,-11.1825,-5.6425,-1.6375,-6.6789,-1.7282,-1.0912,-1.996,-0.7035,-2.3092,-3.0091,-2.444,-2.4291,-2.8777,0,1.1482,0.3112,2.2222,-0.2068,1.1352,1.241,3.4161,5.1813,5.6122,5.8223,4.8048,5.0247,5.8937,7.529,8.3095,3.7523,6.6606,7.271,5.8201,11.6636,6.929,4.3515,6.8334,5.749,8.32,11.4676,10.8424,13.17,9.675,8.4892,7.2484,1.9621,4.7811,8.0239,10.6955,14.1341,16.6452,14.5488,9.7214,7.6163,-1.9284,-3.805,
Q,Quarterly,DE,Germany,R,Real,628,"Index, 2010 = 100",,,,Q:DE:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9989,123.27,124.339,124.7133,125.7255,129.8376,130.5305,129.7476,129.7109,131.4522,131.0397,129.8337,128.8482,132.1882,132.1987,129.7299,129.4368,132.5986,132.6047,130.0796,128.1796,127.2637,126.3972,125.2817,123.4513,123.8931,124.4358,125.3169,124.4579,125.7061,127.2199,128.4225,129.0396,130.7871,133.4952,135.0917,135.4543,138.5403,139.5638,139.3361,139.2642,140.2524,141.2909,142.5771,141.5936,143.2212,142.3338,140.0288,138.2868,136.7363,135.1869,133.6146,132.7529,133.0032,131.9363,130.0562,127.7647,126.4926,125.6981,124.4394,122.8323,121.8434,122.3284,122.0951,121.9063,122.8822,123.2271,122.9874,121.5717,121.1573,121.1435,121.479,121.054,121.6456,122.3705,122.2532,121.3874,121.3138,122.9987,124.1484,126.0872,128.8115,129.9628,129.2914,129.7609,131.1746,130.2109,128.9868,129.215,129.9487,130.6494,130.7798,129.2254,129.5808,129.9122,130.7818,130.4858,131.4301,131.7095,131.6891,130.6659,130.7288,129.8932,129.729,128.0322,127.114,126.3502,125.5565,123.6047,122.8746,121.3101,120.9,120.1577,120.0255,119.529,119.9936,119.8707,119.2507,118.9177,119.1314,118.7552,118.8544,118.0858,117.6994,116.9065,115.873,115.5665,115.2273,114.0475,113.661,113.2678,112.9082,111.5994,111.2947,110.4568,109.7389,108.4347,107.8523,107.2734,106.5857,106.0967,105.2405,104.263,104.1059,102.6415,103.6188,104.2189,103.0737,101.6453,100.7383,100.8471,100.1891,101.639,101.8112,100.6326,101.9201,101.7331,100.184,99.9545,100.2817,99.1342,99.8472,100.4955,100.5153,100.2208,99.9811,100.7473,100.4737,100.6459,101.5315,101.3629,101.7974,102.2659,103.0375,103.319,102.7744,103.3807,105.2256,105.34,105.6013,107.7635,108.7442,109.1101,111.273,114.1153,116.2022,117.7171,119.4624,119.8911,121.2749,122.4409,125.1533,126.2463,127.0859,128.6006,130.3818,131.1792,132.4337,133.4876,137.1975,138.1141,140.0671,145.3409,149.3463,148.7445,152.7808,157.7869,160.595,158.4231,157.0124,153.4093,142.6217,136.4207,133.1571,130.4116,
Q,Quarterly,MK,North Macedonia,R,Real,628,"Index, 2010 = 100",,,,Q:MK:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6098,72.8247,77.2974,82.2872,83.1121,79.6648,79.0498,79.0885,81.6826,85.3,91.7573,88.1911,91.2991,89.8684,87.8949,91.758,89.8575,89.1287,90.7807,91.5028,88.1386,90.9372,88.5018,89.4781,87.7623,84.0951,86.4405,82.4897,86.3088,85.7957,83.7109,87.5145,88.1961,93.5204,96.156,102.708,99.3969,100.927,99.6702,96.5883,100.6208,100.1572,98.7405,100.4777,93.5063,94.1726,95.8552,95.5154,93.3562,90.6941,89.5567,87.0592,85.3768,84.0365,85.388,83.6927,82.9556,84.718,87.7285,82.9225,84.9432,84.8304,84.8795,84.1904,86.9748,85.9932,85.3283,85.6061,83.2971,83.0423,83.3115,83.4726,85.3176,83.8691,84.5285,84.28,85.7535,87.4167,85.6099,87.0338,87.1437,88.2835,86.7772,86.7337,88.0956,89.4002,88.6133,92.3443,91.9343,92.748,91.724,93.2378,94.087,94.2404,94.4982,96.434
Q,Quarterly,DK,Denmark,R,Real,771,"Year-on-year changes, in per cent",,,,Q:DK:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7581,2.9375,7.4342,12.7442,8.4917,12.6537,10.0982,8.8529,7.1042,4.1237,7.5123,3.9078,-2.8728,-9.2816,-13.6646,-9.8262,-1.3747,7.2387,13.7007,10.7938,5.2549,1.1538,-1.6319,-1.8631,-2.7235,3.0616,3.8691,3.5722,6.5419,5.7918,5.8496,3.8575,3.171,2.8177,-1.8826,-2.7285,-8.1565,-15.2012,-13.2039,-12.3782,-11.3884,-13.3355,-17.587,-16.4453,-16.2578,-10.3809,-9.2261,-8.9406,0.9693,13.773,19.5792,20.6697,16.7107,5.4672,5.4052,7.5819,6.1267,8.972,16.7184,15.2365,18.5787,11.8966,1.5866,0.411,-11.7234,-10.7423,-9.5919,-11.7873,-4.9509,-4.9262,-2.2344,-0.7603,-3.0512,-2.8362,-6.4786,-8.5373,-10.6231,-9.5544,-10.2584,-9.187,-3.0617,-2.5384,-0.0754,1.4285,-1.4751,-2.7273,-3.8853,-6.5018,-6.8623,-7.2421,-1.1723,7.0684,14.3217,14.9983,8.074,3.5894,0.0303,3.6574,8.2249,9.7433,8.9366,7.6248,7.8145,8.9984,10.3356,10.59,9.3985,6.4906,5.8981,7.5266,7.1432,7.5396,6.8227,3.8503,3.9297,2.1997,1.956,3.1014,3.9958,4.8114,5.4377,3.8727,2.846,1.5357,0.6738,1.5262,0.9624,1.4652,-0.3669,0.2448,1.828,2.5374,6.7369,8.9629,10.4172,12.4988,14.0542,14.4613,18.7299,23.7257,26.76,27.7335,21.1813,12.7807,5.4824,1.0931,-0.2708,-2.1252,-4.6202,-5.9395,-9.1472,-13.6142,-17.0597,-15.8898,-12.7605,-6.017,0.1957,0.9645,0.761,0.013,-1.7564,-1.9854,-5.6091,-8.0008,-7.1788,-7.3543,-4.16,-0.8302,1.5051,3.9464,3.9396,2.7913,3.0104,3.213,2.7014,3.8493,6.8404,6.0148,6.3652,6.6792,5.0061,3.9213,5.1821,3.7679,2.6029,4.2731,2.946,3.1906,5.1904,3.5928,3.6783,3.0314,1.6349,1.9179,1.9816,1.8588,1.4432,1.3339,5.5937,10.3254,13.2165,13.4953,9.1814,3.4051,-0.6582,-4.5107,-10.3257,-14.3759,-14.1889,-9.7989,-2.3776,
Q,Quarterly,MA,Morocco,N,Nominal,628,"Index, 2010 = 100",,,,Q:MA:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.859,97.7628,98.3401,97.6666,96.2232,93.4328,92.1819,92.9516,94.1063,95.0686,96.0308,100.842,97.0892,96.7044,99.1099,100.1684,103.3438,102.0929,100.0722,99.5911,98.6288,101.4193,100.3608,99.5911,100.1684,100.3608,101.2268,100.5533,100.6495,101.3231,101.9966,102.8626,102.4777,102.3815,102.4777,103.6324,103.44,103.5362,104.5947,102.3815,107.0965,102.6702,102.4777,103.1513,102.9589,103.2475,104.9796,108.3474,110.4643,109.8869,110.7529,110.0794,110.3681,110.0794,110.2718,111.1378,110.3681,109.7907,110.6567,110.3681,109.502,108.8285,109.6945,111.7152,109.3096,104.0173,103.0551,103.44,103.3438,103.6324,104.2098,103.5362,103.7287,103.1513,104.0173,
Q,Quarterly,MK,North Macedonia,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:MK:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0536,14.2954,8.2377,-0.1635,2.4015,9.8548,16.7614,12.8667,11.4269,5.5173,-2.446,5.7395,0.1786,-1.3169,1.5752,-1.5722,-2.6611,2.5004,-1.176,-1.1918,2.3284,-4.3352,1.1377,-4.9524,-0.6265,3.118,-0.9568,10.9746,11.6415,19.6283,24.282,24.6077,13.7689,7.3793,2.3634,-7.9071,1.3672,0.0698,1.0262,7.1867,-3.4269,-1.5947,0.6805,-1.7899,2.2864,-1.489,-3.0468,-4.4406,-5.3809,-3.9996,-2.0187,-2.6028,-2.2447,-0.0964,2.3682,-1.3091,1.498,0.3752,-3.4236,1.1291,2.3918,0.7584,0.376,1.4959,-3.8195,-2.2578,-0.8775,-0.3524,4.168,2.451,3.0123,2.1115,1.7118,5.5255,1.9075,3.3589,2.251,1.4344,2.9107,1.8279,3.0496,4.0941,5.7765,11.3195,12.4057,16.4926,21.2774,20.5429,18.8562,12.9587,11.0003,6.9639
Q,Quarterly,PE,Peru,N,Nominal,628,"Index, 2010 = 100",,,,Q:PE:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0857,56.7212,59.3654,61.9132,71.0403,66.2189,66.7405,69.4937,65.0931,66.3565,64.7339,65.1266,58.4434,64.9299,58.4566,60.6535,57.8199,59.1599,68.8154,59.6684,50.7241,55.061,51.9545,53.3807,59.8422,60.6225,58.4605,54.6199,59.4955,53.076,52.8891,57.6166,57.9886,55.6081,50.7966,53.9737,52.1185,55.565,56.9205,62.9638,61.1675,70.1174,79.048,80.7951,78.6196,78.5831,85.452,86.5187,94.9953,99.1784,101.9988,103.8274,112.5811,118.5388,125.5256,125.0811,134.4645,142.3037,146.1383,149.6073,160.0459,162.9718,164.5198,163.8529,171.0863,178.2897,169.7076,170.337,170.3163,168.2133,167.5195,163.8173,160.6317,163.6111,165.1165,167.377,168.8773,166.2024,169.207,167.7279,167.6095,165.842,169.9126,170.2999,171.9173,173.6966,173.2663,169.2388,171.3878,173.4013,174.1416,175.7486,175.0434,175.8926,172.9691,170.4981,171.3539,172.9568,173.1625,173.1242,172.5929,174.7652,175.0558,178.202
Q,Quarterly,HR,Croatia,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:HR:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4737,19.1348,13.8583,20.9704,13.2184,13.6872,16.5975,15.7826,13.5786,14.6192,12.4555,11.3967,15.7542,12.6473,13.5021,15.2457,14.1892,17.0314,16.264,8.3551,4.1419,0.813,0.9592,-1.2048,-0.487,-4.4355,-7.8385,-7.0732,-8.5644,-6.7511,-5.9279,-3.937,-2.9438,0,1.6439,2.0036,2.3897,-0.543,-1.9766,-5.8929,-5.4758,-4.8225,-3.7581,-1.7078,-2.2793,-0.7649,-1.9047,-1.4479,-1.7492,-4.5279,-3.0097,-2.0568,0.0989,1.2109,1.4015,0.8001,-0.2964,4.2872,3.7511,7.6389,8.4241,4.4932,6.8507,4.6083,7.4954,10.3386,8.1032,10.0441,9.0987,8.2919,6.9192,6.4851,4.5985,6.4318,8.9369,9.0226,13.4873,13.5972,14.8515,17.3104,13.9856,13.7428,10.899,
Q,Quarterly,4T,Emerging market economies (aggregate),R,Real,771,"Year-on-year changes, in per cent",,,,Q:4T:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5908,-1.2327,-1.148,-0.028,1.6346,4.2371,5.4856,4.9697,3.3004,0.3182,0.0054,-0.5764,0.2617,2.5201,2.1314,2.3708,3.2965,3.0031,3.5806,4.0411,3.2889,3.6425,2.8759,1.1105,0.2613,-0.814,-1.5819,-0.9116,-0.6919,-0.5346,0.879,1.6568,2.7492,2.8262,2.9609,2.4066,1.4407,1.5284,1.2455,1.6522,2.2229,2.5479,1.7785,1.4775,0.4454,0.0712,1.1758,1.0126,2.1949,2.458,1.9131,2.2295,1.6858,1.5766,-0.2024,-0.674,-1.282,-1.7214,-0.3873,-1.4972,
Q,Quarterly,HK,Hong Kong SAR,N,Nominal,628,"Index, 2010 = 100",,,,Q:HK:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9338,12.1928,12.1928,13.4519,14.8434,16.1025,16.1688,16.3013,15.97,14.9097,14.3796,13.6507,12.9218,12.2591,12.3254,11.8615,11.2651,11.5964,11.6627,11.0663,11.1989,11.6627,12.2591,12.988,13.4519,13.5181,13.6507,14.3133,15.0422,16.3013,17.3615,17.9579,18.0905,18.7531,20.4097,21.8676,23.3917,26.1086,27.0363,25.976,27.4339,28.3616,28.958,30.0182,31.3435,32.8676,37.1086,43.4038,48.5063,52.7473,57.5184,58.7774,56.7894,56.3918,60.3236,64.8738,64.9622,74.8136,77.3759,76.8237,75.5646,74.151,73.1128,69.1369,68.0104,72.1188,75.2333,77.3538,85.1731,101.4302,110.7295,112.3419,107.8801,92.5507,82.6992,68.6951,66.3758,67.922,67.8558,66.0887,63.1288,64.1228,59.683,57.8718,55.7734,53.675,53.8075,52.1067,48.9259,48.9039,47.8215,45.4801,43.1388,41.5705,39.6488,39.2954,42.6528,48.7713,51.1569,51.5545,55.2432,59.5726,62.6429,61.8919,59.7272,60.6328,61.7814,61.4501,61.8256,63.9903,66.4421,68.9381,75.0345,82.8538,83.4281,81.6611,71.5666,71.5887,77.5747,84.2454,88.0667,93.3017,97.0346,102.115,107.5487,116.0528,123.099,122.7235,120.6693,122.7677,134.0328,140.1955,149.6714,157.3582,159.81,162.7699,162.4607,161.8422,164.051,173.1515,181.7881,191.6395,198.244,202.1315,194.5331,181.9869,182.2961,191.1315,202.8605,208.7139,220.9067,224.8606,230.6257,241.4048,254.3487,260.3788,244.0554,244.453,261.3728,256.9109,252.4049,249.931,254.0836,254.1278,252.2061,255.431,260.4009,263.6479,261.417,255.2985,254.5254,244.0775,225.9871,229.1457,232.3486,223.1156,209.6637
Q,Quarterly,PH,Philippines,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:PH:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5819,-0.6375,-2.1867,-2.5006,-1.7911,-0.8683,1.9267,3.1233,4.0871,5.9346,5.4533,6.771,10.4761,8.8265,8.2869,7.998,7.2672,9.7644,12.9685,14.8368,13.4859,12.2336,11.0603,10.0037,9.9748,10.0211,9.9931,10,10.9763,13.1677,8.522,7.5512,6.6728,0.175,1.7825,5.536,1.7995,4.5415,4.4658,0.4996,3.1987,0.8354,10.394,10.4391,12.5612,26.5949,-0.3797,0.8252,-4.2029,-9.3586,6.3262,4.9107,5.7489,2.5993,6.5233,7.7305,10.2289,14.145,12.8533,
